"","times_snp_appears"
"1349556",1
"1349559",1
"1349561",1
"1349562",1
"1349568",1
"1349577",1
"1349580",1
"1349589",3
"1349598",3
"1349601",3
"1349604",3
"1349610",3
"1349616",3
"1349619",1
"1349622",3
"1349628",3
"1349640",1
"1349643",1
"1349652",1
"1349661",1
"1349676",1
"1349685",1
"1349689",1
"1349697",1
"1349700",1
"1349709",1
"1349712",1
"1349729",1
"1349730",1
"1349754",1
"1349760",1
"1349763",2
"1349766",2
"1349769",2
"1349772",2
"1349774",2
"1349775",2
"1349778",2
"1349793",1
"1349796",1
"1349801",1
"1349802",1
"1349805",1
"1349808",1
"1349899",1
"1349914",2
"1349929",2
"1349932",2
"1349938",2
"1349941",2
"1349950",2
"1349959",2
"1349965",2
"1349968",2
"1349977",2
"1349983",2
"1349989",2
"1349995",2
"1349998",2
"1350001",2
"1350010",2
"1350040",2
"1350043",2
"1350049",2
"1350067",2
"1350073",2
"1350075",2
"1350091",1
"1350094",1
"1350358",1
"1350496",1
"1350508",2
"1350526",2
"1350529",2
"1350532",2
"1350535",3
"1350541",3
"1350546",3
"1350550",3
"1350556",2
"1350562",2
"1350565",2
"1350568",2
"1350574",2
"1350631",2
"1350633",2
"1350643",2
"1350652",2
"1350670",2
"1350673",2
"1350689",1
"1350706",2
"1350708",2
"1350746",1
"1350756",1
"1350759",1
"1350781",1
"1350795",2
"1350810",2
"1350813",2
"1350866",2
"1350879",1
"1350885",1
"1350891",2
"1350903",2
"1350909",1
"1350921",1
"1350939",1
"1350945",1
"1351161",1
"1351252",1
"1351387",2
"1351469",1
"1351550",2
"1351763",1
"1351799",2
"1351976",1
"1352389",1
"1352473",2
"1352482",1
"1352577",1
"1352584",1
"1352590",1
"1352598",2
"1352602",1
"1352614",1
"1352617",1
"1352647",1
"1352649",1
"1352653",1
"1352668",1
"1352677",1
"1352680",1
"1352689",1
"1352713",1
"1352722",1
"1352724",1
"1352725",1
"1352727",1
"1352731",1
"1352758",2
"1352791",2
"1352866",1
"1352983",1
"1353199",2
"1353302",1
"1353452",1
"1353454",2
"1353455",2
"1353469",1
"1353564",1
"1353626",1
"1353666",1
"1353671",1
"1353693",2
"1353888",1
"1353978",1
"1354023",1
"1354059",2
"1354061",1
"1354331",1
"1354486",1
"1354544",1
"1354655",1
"1354713",1
"1354869",2
"1354931",2
"1354952",2
"1354958",2
"1354961",2
"1355012",1
"1355042",1
"1355045",1
"1355063",1
"1355152",2
"1355160",1
"1355182",1
"1355248",2
"1355284",2
"1355290",2
"1355515",2
"1355530",2
"1355536",2
"1355548",2
"1355554",2
"1355725",2
"1355728",1
"1355739",2
"1355776",2
"1355805",1
"1355854",1
"1355973",1
"1355992",3
"1356126",1
"1356231",1
"1356284",2
"1356313",1
"1356333",2
"1356354",1
"1356367",1
"1356425",1
"1356429",2
"1356444",2
"1356513",2
"1356623",1
"1357031",1
"1357199",1
"1357238",1
"1357253",1
"1357312",1
"1357396",2
"1357561",1
"1357574",1
"1357589",3
"1357812",1
"1357828",1
"1357830",1
"1357846",2
"1357848",3
"1357904",1
"1357987",1
"1358200",1
"1358206",1
"1358308",1
"1358330",2
"1358331",1
"1358362",1
"1358379",1
"1358475",1
"1358520",2
"1358586",3
"1358662",2
"1358895",1
"1358915",2
"1358973",2
"1359090",1
"1359094",1
"1359132",1
"1359258",1
"1359327",3
"1359370",2
"1359413",1
"1359484",1
"1359568",2
"1359600",1
"1359728",2
"1359843",2
"1359879",1
"1359905",3
"1359905.1",2
"1360025",1
"1360029",2
"1360036",2
"1360127",2
"1360132",2
"1360151",2
"1360263",2
"1360550",1
"1360556",2
"1360604",2
"1360615",2
"1360617",3
"1360621",3
"1360624",3
"1360627",3
"1360633",3
"1360636",3
"1360639",3
"1360645",3
"1360648",3
"1360651",3
"1360660",3
"1360666",3
"1360678",1
"1360679",1
"1360680",1
"1360684",1
"1360687",1
"1360689",1
"1360691",1
"1360692",1
"1360982",3
"1361113",1
"1361128",1
"1361131",1
"1361134",1
"1361143",1
"1361161",8
"1361164",2
"1361172",1
"1361173",1
"1361176",1
"1361185",1
"1361190",1
"1361196",1
"1361202",2
"1361308",2
"1361474",1
"1361495",3
"1361636",2
"1361730",3
"1361814",7
"1361912",1
"1361930",1
"1362034",2
"1362051",2
"1362378",2
"1362549",1
"1362699",2
"1362720",1
"1362727",9
"1362729",9
"1362732",9
"1362741",1
"1362744",1
"1362747",1
"1362750",8
"1362756",2
"1362762",1
"1362765",1
"1362786",1
"1362798",1
"1362804",1
"1362810",1
"1362816",3
"1362819",3
"1362822",3
"1362827",2
"1362828",8
"1362831",3
"1362837",1
"1362843",1
"1362846",5
"1362852",1
"1362855",1
"1362864",1
"1362885",2
"1362888",2
"1362889",2
"1362897",1
"1362903",1
"1363042",1
"1363071",1
"1363166",1
"1363328",3
"1363337",3
"1363345",1
"1363346",1
"1363504",1
"1363524",1
"1363528",2
"1363537",2
"1363584",1
"1363601",1
"1363602",3
"1363621",3
"1363666",3
"1363681",3
"1363682",3
"1363689",3
"1363767",3
"1363824",1
"1363857",1
"1363899",2
"1363934",2
"1364011",3
"1364033",1
"1364043",4
"1364065",2
"1364173",1
"1364238",1
"1364383",1
"1364562",3
"1364682",1
"1364695",1
"1364774",1
"1364849",1
"1365098",1
"1365114",2
"1365129",2
"1365150",2
"1365260",2
"1365474",1
"1365479",1
"1365479.1",1
"1365524",2
"1365572",1
"1365813",1
"1365897",1
"1366068",1
"1366195",1
"1366218",1
"1366276",2
"1366531",1
"1366586",3
"1366655",2
"1366846",1
"1366917",2
"1366920",2
"1366935",2
"1366938",2
"1366953",2
"1366959",3
"1366962",3
"1366965",3
"1366971",2
"1366992",1
"1366994",1
"1366995",1
"1366997",1
"1367001",1
"1367004",1
"1367007",1
"1367013",1
"1367016",1
"1367019",1
"1367022",1
"1367028",2
"1367037",4
"1367046",4
"1367085",2
"1367088",2
"1367097",2
"1367127",2
"1367130",1
"1367145",2
"1367156",7
"1367157",2
"1367160",7
"1367162",2
"1367164",2
"1367175",2
"1367184",2
"1367187",2
"1367190",2
"1367196",3
"1367202",2
"1367208",2
"1367214",2
"1367217",2
"1367231",2
"1367232",2
"1367238",4
"1367241",2
"1367255",2
"1367259",2
"1367262",2
"1367265",2
"1367352",1
"1367352.1",1
"1367564",2
"1368066",2
"1368096",1
"1368132",1
"1368147",2
"1368318",1
"1368521",3
"1368523",3
"1368557",1
"1368634",3
"1368692",2
"1368742",1
"1368749",1
"1368782",1
"1368811",1
"1368814",2
"1368823",1
"1368846",1
"1368855",3
"1368872",2
"1368874",2
"1368875",2
"1368884",2
"1368887",2
"1368967",1
"1369204",1
"1369273",1
"1369283",1
"1369303",1
"1369314",2
"1369339",1
"1369413",2
"1369437",2
"1369688",1
"1369737",1
"1369871",1
"1369880",1
"1369892",1
"1369893",2
"1369967",1
"1369979",1
"1370000",1
"1370030",1
"1370093",1
"1370117",1
"1370249",0
"1370261",0
"1370540",0
"1370684",1
"1370735",0
"1370801",1
"1370813",1
"1370859",0
"1371106",0
"1371132",1
"1371282",1
"1371421",1
"1371430",1
"1371498",0
"1371755",2
"1371801",1
"1371833",0
"1371905",1
"1371940",2
"1371955",2
"1372011",1
"1372064",0
"1372190",1
"1372190.1",1
"1372303",2
"1372315",1
"1372317",1
"1372324",1
"1372378",0
"1372587",1
"1372690",1
"1372737",1
"1372781",1
"1372794",0
"1372822",0
"1372867",1
"1372900",1
"1372965",1
"1373010",0
"1373037",1
"1373098",1
"1373120",3
"1373172",1
"1373558",0
"1373572",3
"1373662",1
"1373701",0
"1373835",1
"1373851",1
"1373866",1
"1373872",1
"1373895",0
"1373948",1
"1374130",1
"1374185",1
"1374357",1
"1374494",1
"1374719",0
"1374797",3
"1374842",1
"1374849",0
"1374865",1
"1374885",2
"1374941",1
"1374964",1
"1374979",0
"1375049",1
"1375131",0
"1375200",1
"1375310",0
"1375317",0
"1375542",1
"1375554",1
"1375559",1
"1375588",1
"1375812",3
"1375926",1
"1375935",1
"1375938",1
"1375944",1
"1375950",1
"1375953",1
"1375962",1
"1375967",1
"1375968",1
"1375971",1
"1376004",1
"1376025",1
"1376028",1
"1376031",1
"1376040",1
"1376064",1
"1376066",1
"1376067",1
"1376070",1
"1376071",0
"1376071.1",1
"1376077",1
"1376094",1
"1376292",1
"1376711",2
"1376844",1
"1376900",1
"1377120",1
"1377437",1
"1377645",2
"1377723",0
"1377732",1
"1377768",1
"1378294",1
"1378372",0
"1378680",1
"1378714",1
"1378801",3
"1378837",1
"1378849",1
"1378886",2
"1378937",1
"1379005",1
"1379011",1
"1379014",1
"1379038",2
"1379043",1
"1379394",1
"1379490",1
"1379643",2
"1379645",1
"1379811",1
"1379892",0
"1380177",1
"1380178",1
"1380261",1
"1380712",1
"1380791",3
"1380884",1
"1381358",2
"1381454",1
"1381481",1
"1381654",1
"1381738",2
"1381932",2
"1382064",1
"1382328",3
"1382341",1
"1382535",1
"1382549",1
"1382656",1
"1382877",1
"1382917",2
"1382965",3
"1382970",1
"1383088",2
"1383090",3
"1383113",1
"1383115",2
"1383127",2
"1383143",2
"1383166",1
"1383547",1
"1383625",1
"1383848",1
"1383900",3
"1383911",1
"1384024",2
"1384099",1
"1384478",2
"1384523",2
"1384544",2
"1384583",2
"1384604",3
"1384613",2
"1384619",2
"1384643",3
"1384643.1",1
"1384649",3
"1384706",3
"1384746",2
"1384748",2
"1384751",2
"1384854",2
"1384871",2
"1384877",1
"1385082",3
"1385183",3
"1385197",1
"1385198",1
"1385201",1
"1385270",3
"1385288",3
"1385370",3
"1385388",1
"1385543",1
"1385574",4
"1385600",6
"1385632",1
"1385633",1
"1385673",1
"1385707",1
"1385741",1
"1385764",1
"1385938",3
"1385953",0
"1385975",1
"1386013",5
"1386060",3
"1386097",1
"1386109",2
"1386151",1
"1386195",1
"1386243",5
"1386279",2
"1386303",1
"1386336",1
"1386402",4
"1386411",4
"1386449",4
"1386471",1
"1386523",1
"1386570",2
"1386663",5
"1386696",1
"1386702",2
"1386820",2
"1386867",1
"1386905",1
"1387011",1
"1387047",1
"1387102",2
"1387132",1
"1387227",2
"1387309",1
"1387376",4
"1387394",4
"1387447",1
"1387517",4
"1387535",1
"1387550",1
"1387559",4
"1387608",5
"1387686",0
"1387714",4
"1387715",4
"1387853",1
"1388157",2
"1388256",4
"1388289",5
"1388390",0
"1388400",4
"1388472",0
"1388807",4
"1388849",1
"1389002",1
"1389005",4
"1389149",4
"1389152",4
"1389173",1
"1389176",1
"1389182",1
"1389185",1
"1389188",1
"1389215",1
"1389227",1
"1389236",1
"1389243",4
"1389258",1
"1389266",1
"1389314",1
"1389333",1
"1389487",4
"1389489",1
"1389547",1
"1389621",2
"1389629",3
"1389712",1
"1389739",3
"1389802",4
"1389853",1
"1389913",2
"1389925",2
"1389934",2
"1389954",2
"1389970",3
"1389987",3
"1389997",1
"1390018",2
"1390020",2
"1390021",2
"1390038",1
"1390102",2
"1390105",2
"1390108",2
"1390122",2
"1390132",2
"1390136",2
"1390138",2
"1390141",2
"1390148",2
"1390156",2
"1390162",2
"1390165",2
"1390168",1
"1390174",4
"1390189",2
"1390207",1
"1390211",1
"1390262",1
"1390304",3
"1390313",2
"1390372",3
"1390376",2
"1390383",2
"1390402",2
"1390469",1
"1390470",2
"1390472",1
"1390623",4
"1390659",1
"1392963",1
"1392976",1
"1392989",1
"1392991",4
"1393001",1
"1393058",1
"1393076",4
"1393110",3
"1393111",1
"1393113",1
"1393130",4
"1393137",3
"1393140",1
"1393206",1
"1393209",1
"1393214",1
"1393351",4
"1393380",1
"1393419",3
"1393419.1",1
"1393421",3
"1393617",1
"1393674",1
"1393689",1
"1393697",4
"1393791",1
"1393863",6
"1393875",4
"1393887",2
"1393890",2
"1393896",2
"1393898",2
"1393899",2
"1393908",2
"1393914",2
"1393916",2
"1393917",2
"1393968",6
"1393974",6
"1394016",2
"1394150",4
"1394157",4
"1394169",4
"1394172",4
"1394192",4
"1394229",4
"1394244",4
"1394374",1
"1394409",4
"1394417",4
"1394611",4
"1394630",4
"1394785",5
"1394874",1
"1394977",1
"1395014",2
"1395052",1
"1395492",3
"1395545",4
"1395574",2
"1395605",4
"1395629",2
"1395664",2
"1395682",1
"1395776",1
"1395832",2
"1397778",1
"1397781",2
"1397807",1
"1397851",2
"1397909",1
"1398030",1
"1398160",2
"1398164",1
"1398463",2
"1398565",2
"1398665",5
"1398679",1
"1398750",1
"1398781",2
"1398794",7
"1398796",5
"1398799",5
"1398811",3
"1398814",3
"1398826",3
"1398829",3
"1398838",1
"1398840",3
"1398841",3
"1398843",3
"1398844",3
"1398856",2
"1398860",2
"1398865",8
"1398886",1
"1398901",2
"1398907",8
"1398915",4
"1398919",2
"1398925",5
"1398934",5
"1398945",2
"1398946",7
"1398964",2
"1398972",2
"1399060",1
"1399071",2
"1399087",3
"1399126",8
"1399141",2
"1399183",2
"1399193",3
"1399204",6
"1399205",6
"1399206",6
"1401143",1
"1401411",1
"1401416",1
"1401423",1
"1401426",1
"1401429",1
"1401432",1
"1401435",1
"1401438",1
"1401447",2
"1401453",2
"1401462",2
"1401468",2
"1401470",1
"1401474",2
"1401477",2
"1401479",3
"1401488",1
"1401489",1
"1401493",1
"1401506",2
"1401516",2
"1401518",2
"1401525",2
"1401527",2
"1401534",2
"1401535",2
"1401540",2
"1401546",2
"1401546.1",1
"1401547",1
"1401557",3
"1401558",3
"1401564",3
"1401586",1
"1401600",6
"1401606",4
"1401612",3
"1401615",3
"1401619",3
"1401645",1
"1401657",2
"1401674",3
"1401676",2
"1401678",2
"1401681",2
"1401687",3
"1401688",2
"1401690",2
"1401692",2
"1401700",1
"1401705",2
"1401711",1
"1401720",1
"1401726",2
"1401736",0
"1401885",3
"1402252",2
"1402285",2
"1402358",1
"1402475",1
"1402514",3
"1402521",1
"1402538",1
"1402760",3
"1402775",3
"1402798",1
"1402809",1
"1402823",1
"1402824",1
"1402837",1
"1402840",1
"1402849",1
"1402851",1
"1402852",1
"1402873",1
"1402881",2
"1402882",2
"1402900",1
"1402921",3
"1402924",3
"1402927",3
"1402929",3
"1402930",3
"1402943",2
"1402954",1
"1403012",1
"1403020",1
"1403021",1
"1403029",1
"1403032",2
"1403040",1
"1403042",0
"1403053",1
"1403059",1
"1403065",1
"1403178",1
"1403181",2
"1403225",1
"1403286",4
"1403297",1
"1403383",1
"1403458",1
"1403462",2
"1403499",2
"1403544",2
"1403570",1
"1403617",3
"1403622",1
"1403628",1
"1403749",1
"1403898",1
"1404085",1
"1404134",3
"1404160",1
"1404414",8
"1404417",3
"1404425",1
"1404431",1
"1404451",1
"1404452",1
"1404458",1
"1404460",1
"1404502",1
"1404517",2
"1404593",4
"1404606",1
"1404623",1
"1404649",2
"1404656",1
"1404665",1
"1404677",1
"1404680",1
"1404686",1
"1404739",1
"1404748",0
"1404754",3
"1404784",1
"1404791",1
"1404806",1
"1404824",1
"1404837",1
"1404842",0
"1404848",7
"1404851",0
"1404857",1
"1404860",2
"1404864",1
"1404865",1
"1404866",1
"1404870",1
"1404871",1
"1404872",1
"1404875",1
"1404877",1
"1404880",1
"1404884",1
"1404899",2
"1404909",1
"1404911",1
"1404920",1
"1404926",1
"1404929",1
"1404943",1
"1404944",1
"1404947",1
"1404950",1
"1404951",1
"1404956",1
"1404965",1
"1404968",1
"1404971",1
"1404977",1
"1404982",1
"1404985",1
"1404986",1
"1404989",1
"1404990",1
"1404992",1
"1404994",1
"1404997",2
"1405001",3
"1405041",2
"1405063",3
"1405077",1
"1405103",1
"1405121",1
"1405162",1
"1405229",4
"1405259",1
"1405267",4
"1405283",1
"1405319",3
"1405322",3
"1405336",3
"1405343",4
"1405361",1
"1405362",1
"1405382",1
"1405385",1
"1405406",2
"1405429",2
"1405492",1
"1405498",1
"1405505",1
"1405568",12
"1405570",12
"1405571",9
"1405590",1
"1405706",2
"1405721",1
"1405727",2
"1405730",2
"1405732",0
"1405733",2
"1405736",0
"1405745",1
"1405832",2
"1405879",1
"1405882",1
"1405900",4
"1406006",1
"1406015",4
"1406111",2
"1406119",4
"1406120",4
"1406129",7
"1406132",1
"1406150",1
"1406162",1
"1406165",1
"1406185",3
"1406204",1
"1406207",1
"1406218",1
"1406225",8
"1406240",1
"1406242",1
"1406246",1
"1406252",7
"1406282",2
"1406294",2
"1406324",2
"1406351",2
"1406372",2
"1406375",2
"1406381",2
"1406402",2
"1406414",2
"1406417",2
"1406426",2
"1406428",2
"1406431",2
"1406435",2
"1406447",2
"1406456",2
"1406457",2
"1406468",2
"1406471",2
"1406471.1",2
"1406477",9
"1406480",4
"1406483",9
"1406485",2
"1406492",9
"1406496",9
"1406497",4
"1406510",2
"1406537",2
"1406540",2
"1406546",2
"1406549",2
"1406558",2
"1406570",2
"1406573",2
"1406579",2
"1406591",2
"1406603",2
"1406603.1",1
"1406612",1
"1406633",2
"1406639",2
"1406645",2
"1406702",2
"1406733",1
"1406763",2
"1406789",1
"1406816",1
"1406839",1
"1406848",1
"1406849",1
"1406857",1
"1406866",1
"1406872",1
"1406878",1
"1406884",1
"1406890",1
"1406893",1
"1406896",1
"1406902",1
"1406929",1
"1406934",1
"1406941",1
"1406950",1
"1406965",1
"1406968",1
"1406971",1
"1406995",1
"1407013",1
"1407016",1
"1407025",1
"1407031",1
"1407034",1
"1407037",1
"1407040",1
"1407048",1
"1407052",1
"1407085",1
"1407088",1
"1407094",9
"1407097",4
"1407099",4
"1407100",4
"1407102",4
"1407103",4
"1407106",4
"1407114",7
"1407115",3
"1407118",1
"1407130",1
"1407148",1
"1407150",1
"1407151",1
"1407157",1
"1407172",1
"1407175",1
"1407199",2
"1407229",1
"1407234",1
"1407241",1
"1407242",1
"1407243",1
"1407246",1
"1407250",1
"1407262",1
"1407269",1
"1407277",4
"1407279",4
"1407280",4
"1407286",9
"1407288",2
"1407298",2
"1407304",2
"1407310",8
"1407313",8
"1407318",1
"1407322",8
"1407325",8
"1407328",1
"1407331",0
"1407367",1
"1407373",1
"1407385",1
"1407394",1
"1407408",1
"1407412",1
"1407430",1
"1407436",1
"1407445",1
"1407457",1
"1407471",1
"1407472",1
"1407475",1
"1407481",1
"1407487",1
"1407490",1
"1407493",1
"1407494",3
"1407517",1
"1407532",1
"1407533",1
"1407538",1
"1407550",1
"1407556",1
"1407559",1
"1407577",1
"1407586",1
"1407588",1
"1407589",1
"1407592",1
"1407598",1
"1407604",1
"1407614",1
"1407634",1
"1407635",1
"1407640",1
"1407643",1
"1407648",1
"1407661",1
"1407666",1
"1407670",1
"1407670.1",1
"1407679",1
"1407685",1
"1407688",1
"1407705",1
"1407716",8
"1407721",3
"1407727",4
"1407738",4
"1407739",4
"1407742",4
"1407748",4
"1407757",1
"1407760",1
"1407763",1
"1407772",1
"1407773",1
"1407774",1
"1407778",1
"1407790",1
"1407791",1
"1407796",1
"1407826",1
"1407835",1
"1407838",1
"1407868",1
"1407869",1
"1407874",2
"1407877",1
"1407883",1
"1407889",1
"1407901",1
"1407907",1
"1407910",1
"1407911",1
"1407913",1
"1407925",1
"1407928",1
"1407934",1
"1407937",1
"1407943",1
"1407949",3
"1407961",1
"1407997",1
"1408000",1
"1408006",1
"1408008",1
"1408009",1
"1408015",1
"1408018",1
"1408051",1
"1408088",1
"1408095",1
"1408098",1
"1408099",3
"1408102",1
"1408104",1
"1408128",1
"1408140",1
"1408142",0
"1408145",1
"1408152",1
"1408158",1
"1408166",2
"1408170",2
"1408176",2
"1408179",1
"1408182",3
"1408185",3
"1408186",7
"1408187",3
"1408188",7
"1408191",7
"1408199",3
"1408222",1
"1408228",2
"1408234",2
"1408261",2
"1408267",5
"1408279",2
"1408282",2
"1408285",2
"1408291",2
"1408309",2
"1408319",2
"1408321",2
"1408327",2
"1408335",2
"1408336",2
"1408342",2
"1408350",1
"1408366",2
"1408375",2
"1408381",2
"1408390",2
"1408393",2
"1408396",2
"1408414",2
"1408419",2
"1408438",2
"1408449",2
"1408474",2
"1408474.1",3
"1408507",2
"1408531",2
"1408540",2
"1408546",2
"1408550",1
"1408561",2
"1408581",2
"1408594",2
"1408596",2
"1408630",2
"1408633",2
"1408633.1",1
"1408644",2
"1408645",2
"1408651",2
"1408654",3
"1408657",2
"1408663",2
"1408675",2
"1408678",1
"1408690",2
"1408691",1
"1408693",2
"1408702",2
"1408705",1
"1408711",2
"1408714",2
"1408738",3
"1408750",3
"1408771",2
"1408774",2
"1408783",2
"1408789",2
"1408792",2
"1408801",1
"1408824",2
"1408825",2
"1408834",2
"1408836",2
"1408863",2
"1408867",2
"1408870",2
"1408879",2
"1408888",2
"1408891",2
"1408894",2
"1408909",2
"1408912",2
"1408915",2
"1408923",2
"1408924",2
"1408927",1
"1408957",1
"1408969",1
"1408975",1
"1408980",1
"1408986",1
"1408987",1
"1408992",1
"1409014",1
"1409017",1
"1409020",1
"1409022",1
"1409023",1
"1409056",0
"1409060",1
"1409062",0
"1409069",1
"1409074",0
"1409077",0
"1409092",1
"1409095",0
"1409107",0
"1409122",0
"1409125",0
"1409131",0
"1409133",0
"1409134",0
"1409137",1
"1409146",0
"1409149",0
"1409153",0
"1409176",0
"1409179",1
"1409187",0
"1409194",1
"1409196",0
"1409200",0
"1409203",0
"1409215",0
"1409251",0
"1409254",0
"1409260",0
"1409263",0
"1409267",0
"1409299",0
"1409304",0
"1409314",0
"1409315",0
"1409320",0
"1409350",1
"1409363",1
"1409381",1
"1409387",1
"1409428",2
"1409444",9
"1409445",9
"1409446",9
"1409447",9
"1409450",9
"1409454",2
"1409468",7
"1409469",5
"1409474",7
"1409485",5
"1409487",4
"1409503",1
"1409504",1
"1409509",1
"1409519",1
"1409520",4
"1409526",1
"1409530",1
"1409531",1
"1409534",1
"1409537",1
"1409547",1
"1409548",1
"1409553",1
"1409554",1
"1409557",1
"1409571",2
"1409596",1
"1409605",1
"1409611",1
"1409614",1
"1409641",4
"1409659",1
"1409665",1
"1409668",1
"1409670",1
"1409692",1
"1409705",1
"1409707",1
"1409716",1
"1409734",1
"1409743",1
"1409752",2
"1409758",2
"1409761",2
"1409767",2
"1409775",4
"1409776",4
"1409779",4
"1409782",4
"1409791",2
"1409794",2
"1409797",2
"1409806",2
"1409812",2
"1409824",2
"1409836",2
"1409860",2
"1409863",1
"1409908",2
"1409926",4
"1409947",2
"1409968",2
"1409980",2
"1409986",2
"1409989",2
"1409998",2
"1410005",1
"1410010",2
"1410013",2
"1410022",1
"1410025",2
"1410030",2
"1410034",2
"1410036",2
"1410052",2
"1410054",2
"1410067",2
"1410082",2
"1410097",3
"1410100",3
"1410103",3
"1410105",1
"1410109",3
"1410118",3
"1410121",3
"1410130",3
"1410136",1
"1410139",1
"1410142",1
"1410145",1
"1410148",1
"1410154",1
"1410157",1
"1410160",1
"1410162",1
"1410163",1
"1410165",1
"1410172",5
"1410175",2
"1410196",2
"1410211",2
"1410232",2
"1410233",1
"1410238",2
"1410253",2
"1410265",2
"1410268",2
"1410280",2
"1410289",2
"1410379",1
"1410382",1
"1410385",1
"1410406",1
"1410634",2
"1410645",2
"1410655",2
"1410664",2
"1410670",1
"1410673",2
"1410679",2
"1410685",2
"1410693",2
"1410703",2
"1410709",2
"1410712",2
"1410742",2
"1410744",2
"1410757",2
"1410763",1
"1410766",2
"1410769",2
"1410771",4
"1410772",2
"1410775",2
"1410777",2
"1410790",2
"1410802",2
"1410805",2
"1410805.1",4
"1410808",4
"1410820",2
"1410829",2
"1410847",3
"1410853",3
"1410859",2
"1410861",1
"1410865",2
"1410868",1
"1410877",1
"1410880",1
"1410881",1
"1410883",1
"1410886",1
"1410892",2
"1410894",2
"1410895",1
"1410898",1
"1410907",1
"1410919",1
"1410925",1
"1410931",1
"1410937",1
"1410943",1
"1410967",3
"1410970",1
"1410973",1
"1410975",1
"1410979",1
"1410979.1",1
"1410982",1
"1410984",1
"1410985",1
"1410995",1
"1411008",1
"1411015",1
"1411015.1",1
"1411016",1
"1411026",1
"1411035",1
"1411044",1
"1411053",1
"1411059",1
"1411059.1",1
"1411062",1
"1411070",1
"1411071",1
"1411074",7
"1411077",1
"1411080",1
"1411086",1
"1411096",1
"1411099",1
"1411116",1
"1411122",1
"1411125",1
"1411134",1
"1411136",1
"1411137",1
"1411143",1
"1411146",1
"1411152",1
"1411155",1
"1411161",1
"1411164",1
"1411170",1
"1411176",1
"1411188",1
"1411196",1
"1411214",1
"1411215",1
"1411284",1
"1411296",1
"1411299",1
"1411311",1
"1411314",1
"1411314.1",1
"1411320",1
"1411322",1
"1411324",2
"1411329",1
"1411332",1
"1411341",1
"1411343",1
"1411347",1
"1411353",1
"1411374",1
"1411383",1
"1411400",1
"1411401",1
"1411407",1
"1411410",1
"1411416",1
"1411419",1
"1411425",1
"1411437",4
"1411456",1
"1411458",0
"1411461",0
"1411485",4
"1411488",4
"1411491",4
"1411497",4
"1411509",4
"1411510",4
"1411515",4
"1411584",5
"1411587",5
"1411590",5
"1411605",1
"1411616",4
"1411629",4
"1411646",1
"1411655",5
"1411689",1
"1411995",5
"1412280",2
"1412452",2
"1412457",5
"1412470",2
"1412476",2
"1412478",2
"1412481",2
"1412484",2
"1412499",2
"1412502",2
"1412505",2
"1412511",2
"1412514",2
"1412517",2
"1412523",2
"1412547",4
"1412554",2
"1412652",4
"1412665",1
"1412809",4
"1412867",1
"1412962",1
"1413012",1
"1413018",1
"1413036",1
"1413057",1
"1413300",4
"1413531",2
"1414571",4
"1414778",1
"1414836",1
"1414865",1
"1414979",4
"1414990",2
"1415010",2
"1415014",2
"1415272",1
"1415383",1
"1415488",1
"1415716",1
"1415770",1
"1415869",1
"1415873",1
"1415886",1
"1415905",1
"1415908",1
"1415917",1
"1415923",1
"1415953",1
"1415959",1
"1415970",1
"1415973",1
"1416070",1
"1416071",0
"1416269",2
"1416334",4
"1416435",4
"1416600",3
"1416642",3
"1416652",1
"1416736",3
"1416763",3
"1416831",2
"1416832",1
"1416832.1",1
"1416895",1
"1416914",2
"1417132",3
"1417309",2
"1417337",3
"1417360",8
"1417387",2
"1417426",1
"1417458",3
"1417477",1
"1417523",1
"1417653",4
"1417656",4
"1417660",4
"1417661",4
"1417666",4
"1417667",4
"1417671",4
"1417677",4
"1417678",4
"1417681",4
"1417682",4
"1417701",4
"1417722",1
"1417756",2
"1417770",4
"1417773",3
"1417776",3
"1417785",3
"1417790",3
"1417791",3
"1417801",2
"1417803",2
"1417809",3
"1417818",3
"1417827",4
"1417833",3
"1417842",2
"1417845",2
"1417851",2
"1417853",2
"1417857",2
"1417863",2
"1417870",2
"1417875",2
"1417893",1
"1417904",1
"1417905",1
"1417906",1
"1417909",1
"1417914",1
"1417920",1
"1417923",1
"1417935",1
"1417941",1
"1417948",3
"1417950",1
"1417953",1
"1417962",2
"1417965",2
"1417980",2
"1417986",2
"1417989",2
"1417995",3
"1418004",3
"1418017",3
"1418022",3
"1418034",3
"1418036",3
"1418055",2
"1418067",2
"1418073",2
"1418076",2
"1418106",2
"1418115",2
"1418122",2
"1418125",2
"1418133",3
"1418142",2
"1418144",1
"1418145",2
"1418154",2
"1418160",2
"1418181",2
"1418187",2
"1418203",2
"1418206",2
"1418208",2
"1418209",2
"1418211",2
"1418220",3
"1418223",3
"1418238",4
"1418247",4
"1418251",4
"1418256",3
"1418268",3
"1418274",3
"1418278",3
"1418279",3
"1418285",3
"1418286",3
"1418287",3
"1418298",2
"1418301",2
"1418310",2
"1418312",2
"1418316",2
"1418319",2
"1418327",2
"1418349",1
"1418386",2
"1418388",2
"1418397",2
"1418403",2
"1418415",2
"1418418",2
"1418421",2
"1418423",2
"1418557",1
"1418559",5
"1418646",1
"1418722",1
"1418771",1
"1418814",2
"1418868",6
"1418907",2
"1418919",2
"1418922",3
"1418940",3
"1418943",3
"1418950",1
"1418955",1
"1418958",1
"1418961",1
